Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
खनिज तेल,3,0,0,0,0,0,-1,mineral oil
ज़्यादा बात करने वाला,2,0,1,0,0,0,0,talker
ज़्यादातर सिख,2,0,0,1,0,0,0.3333333333,mostly sikh
साधन संपन्न,3,0,0,0,0,0,-1,resourceful
पारंपरिक,3,0,0,0,0,0,-1,Traditional
धीमी गति वाला,1,2,0,0,0,0,0.3333333333,slow paced
लैंगिक रूप से प्रचुर,0,1,0,1,1,0,2.666666667,sexually profuse
भोला-भाला,3,0,0,0,0,0,-1,gullible
​​बहादुर,3,0,0,0,0,0,-1,brave
भाषाई रूप से विविध,2,1,0,0,0,0,-0.3333333333,linguistically diverse
रोमानी,1,1,1,0,0,0,0.6666666667,romantic
पनीर,3,0,0,0,0,0,-1,Cheese
क्षत्रिय,1,0,0,1,1,0,2,Kshatriya
ठंडा,3,0,0,0,0,0,-1,Cold
अरब,1,2,0,0,0,0,0.3333333333,Arab
बिल्ली,3,0,0,0,0,0,-1,Cat
ज़्यादातर वेजीटेरियन,2,0,1,0,0,0,0,mostly vegetarian
तानाशाही,1,1,0,0,1,0,1.333333333,dictatorship
ढाक,3,0,0,0,0,0,-1,cover
खान,3,0,0,0,0,0,-1,Mine
लाल बालों वाला,1,0,1,1,0,0,1.333333333,red haired
मंदिर,3,0,0,0,0,0,-1,Temple
दुखी,2,0,1,0,0,0,0,Sad
शास्त्रीय,3,0,0,0,0,0,-1,classical
गरिमापूर्ण,2,1,0,0,0,0,-0.3333333333,full of grace
अंग्रेजी बोलना,3,0,0,0,0,0,-1,speaking english
घड़ी निर्माता,2,1,0,0,0,0,-0.3333333333,watch manufacturer
कड़ी मेहनत,3,0,0,0,0,0,-1,hard work
बहुत भोजन,3,0,0,0,0,0,-1,a lot of food
परेशान,2,1,0,0,0,0,-0.3333333333,Worried
पान खाने के शौकीन,2,0,1,0,0,0,0,fond of eating paan
नकली नोट,2,0,0,0,1,0,0.6666666667,fake notes
चरमपंथी,1,0,0,2,0,0,1.666666667,extremist
मुस्लिम,3,0,0,0,0,0,-1,Muslim
योद्धा,3,0,0,0,0,0,-1,Warrior
ज़ंगली शहद,2,0,1,0,0,0,0,wild honey
स्वार्थी,1,0,1,1,0,0,1.333333333,Selfish
मधुबनी,3,0,0,0,0,0,-1,Madhubani
चाय,3,0,0,0,0,0,-1,Tea
व्यस्त,3,0,0,0,0,0,-1,Busy
संवादी,3,0,0,0,0,0,-1,conversationalist
नाक-भौं सिकोड़ना,1,1,1,0,0,0,0.6666666667,wrinkling one's nose
तीखा,3,0,0,0,0,0,-1,Spicy
करी,3,0,0,0,0,0,-1,Curry
गहरे,3,0,0,0,0,0,-1,deep
बुद्धिस्ट,3,0,0,0,0,0,-1,buddhist
व्यापारी,3,0,0,0,0,0,-1,Businessman
तीव्र स्वभाव वाला,0,1,2,0,0,0,1.666666667,hot tempered
निवासियों,3,0,0,0,0,0,-1,residents
कड़वा भोजन पसंद करते हैं,1,2,0,0,0,0,0.3333333333,like bitter food
संयमित,3,0,0,0,0,0,-1,restrained
तीर्थयात्री,3,0,0,0,0,0,-1,Pilgrim
ज़मीदार,3,0,0,0,0,0,-1,landlord
तिरंगा,3,0,0,0,0,0,-1,tricolor
वनस्पति,3,0,0,0,0,0,-1,vegetation
गढ़वाली,2,1,0,0,0,0,-0.3333333333,Garhwali
पतला,1,2,0,0,0,0,0.3333333333,Thin
तीरंदाज,2,0,1,0,0,0,0,Archer
चंदेरी साड़ी,3,0,0,0,0,0,-1,chanderi saree
क्रूर,1,0,1,1,0,0,1.333333333,Cruel
ज्वालामुखी,3,0,0,0,0,0,-1,Volcano
तीव्र,1,0,2,0,0,0,1,Intense
कलापूर्ण,3,0,0,0,0,0,-1,artful
काव्यात्मक,3,0,0,0,0,0,-1,poetic
तीर्थयात्रा,3,0,0,0,0,0,-1,Pilgrimage
ढेर सारी सब्जियां खाते हैं,3,0,0,0,0,0,-1,eat a lot of vegetables
गर्ममिजाज,1,1,1,0,0,0,0.6666666667,hot temper
शहीद,2,1,0,0,0,0,-0.3333333333,Martyr
क्षीण,1,2,0,0,0,0,0.3333333333,emaciated
प्रतिरोधी,3,0,0,0,0,0,-1,resistant
ज़्यादातर शाकाहारी,3,0,0,0,0,0,-1,mostly vegetarian
मधु मक्खी पालन,3,0,0,0,0,0,-1,Bee keeping
पहाड़ी क्षेत्र में रहने वाले,2,1,0,0,0,0,-0.3333333333,living in hilly areas
तीखी मिर्ची खाना पसंद करते हैं,3,0,0,0,0,0,-1,like to eat hot peppers
ऊँचे पहाड़ों में रहने वाले,2,1,0,0,0,0,-0.3333333333,living in high mountains
बहु-सांस्कृतिक,3,0,0,0,0,0,-1,multi-cultural
पतंग उड़ाना,3,0,0,0,0,0,-1,Flying kite
द्वीपवासी,2,1,0,0,0,0,-0.3333333333,islanders
ज़िद्दी,2,0,1,0,0,0,0,persistent
प्रभावशाली,3,0,0,0,0,0,-1,Impressive
