Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
犯罪者,0,0,0,0,3,0,4,criminal
テロリスト,0,0,0,0,3,0,4,terrorist
強盗,0,0,0,0,3,0,4,robbery
ルワンダ虐殺,0,0,0,0,3,0,4,Rwanda genocide
マフィア,0,0,0,1,2,0,3.666666667,mafia
反乱者,0,0,0,1,2,0,3.666666667,rebel
麻薬王,0,0,0,1,2,0,3.666666667,drug lord
麻薬密売人,0,0,0,1,2,0,3.666666667,drug trafficker
麻薬の運び屋,0,0,0,1,2,0,3.666666667,drug courier
戦争犯罪人,0,0,0,1,2,0,3.666666667,war criminal
犯罪,0,0,0,1,2,0,3.666666667,crime
海賊,0,0,0,2,1,0,3.333333333,pirate
横暴,0,0,0,2,1,0,3.333333333,tyranny
麻薬の売人,0,0,1,0,2,0,3.333333333,drug dealer
詐欺,0,0,1,0,2,0,3.333333333,scam
暴力的な,0,0,1,0,2,0,3.333333333,violent
植民地主義者,0,0,1,0,2,0,3.333333333,colonialist
麻薬,0,0,1,0,2,0,3.333333333,drug
暴君,0,0,0,2,1,0,3.333333333,tyrant
暴力的,0,0,0,2,1,0,3.333333333,violent
詐欺師,0,0,1,0,2,0,3.333333333,con man
汚い,0,0,1,1,1,0,3,dirty
征服者,0,0,1,1,1,0,3,conqueror
狂気,0,0,1,1,1,0,3,Insanity
マリファナ,0,1,0,0,2,0,3,marijuana
攻撃的,0,0,1,1,1,0,3,Aggressive
支配者,0,0,1,1,1,0,3,Ruler
抑圧者,0,0,1,1,1,0,3,oppressor
愚か者,0,0,1,1,1,0,3,fool
独裁者,0,0,1,1,1,0,3,dictator
権力主義,0,0,1,2,0,0,2.666666667,authoritarianism
冷淡,0,1,0,1,1,0,2.666666667,callousness
侵略的,0,0,1,2,0,0,2.666666667,invasive
独裁的,0,0,2,0,1,0,2.666666667,dictatorial
愚か,0,1,0,1,1,0,2.666666667,foolish
威圧的,0,0,1,2,0,0,2.666666667,intimidating
威圧的な人,0,0,1,2,0,0,2.666666667,an intimidating person
軍国主義,0,1,0,1,1,0,2.666666667,Militarism
戦闘的,0,0,2,0,1,0,2.666666667,combative
抑圧的,0,0,1,2,0,0,2.666666667,oppressive
アルコール中毒,0,1,0,1,1,0,2.666666667,alcohol addiction
野蛮な,0,1,0,1,1,0,2.666666667,Barbaric
闘争的,0,0,1,2,0,0,2.666666667,combative
臆病者,0,1,0,1,1,0,2.666666667,Coward
独裁主義,0,0,1,2,0,0,2.666666667,authoritarianism
アルコール中毒者,0,1,0,1,1,0,2.666666667,alcoholic
独裁,0,1,0,1,1,0,2.666666667,dictatorship
権威主義的,0,0,2,1,0,0,2.333333333,authoritarian
冷たくて無情,0,1,0,2,0,0,2.333333333,cold and heartless
権威主義,0,0,2,1,0,0,2.333333333,authoritarianism
キラー,1,0,0,0,2,0,2.333333333,killer
傲慢,0,1,0,2,0,0,2.333333333,arrogance
不誠実な人,0,1,0,2,0,0,2.333333333,dishonest person
反イスラエル,0,1,0,2,0,0,2.333333333,anti israel
自己中心的,0,1,0,2,0,0,2.333333333,Self-centered
野蛮,0,1,0,2,0,0,2.333333333,barbarism
おしっこが臭い,0,1,0,2,0,0,2.333333333,pee smells
無礼な人,0,1,0,2,0,0,2.333333333,rude person
無教養,0,1,0,2,0,0,2.333333333,uneducated
反抗的,0,0,2,1,0,0,2.333333333,Defiant
威圧的な,0,0,2,1,0,0,2.333333333,intimidating
ケチ,0,1,0,2,0,0,2.333333333,Stingy
戦争,0,1,0,2,0,0,2.333333333,war
権力主義者,0,1,0,2,0,0,2.333333333,authoritarian
権威主義者,0,1,0,2,0,0,2.333333333,authoritarian
短気,0,1,0,2,0,0,2.333333333,short temper
権威的,0,1,0,2,0,0,2.333333333,authoritative
無知,0,1,0,2,0,0,2.333333333,ignorance
