Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
गायक,3,0,0,0,0,0,-1,the singer
वकील,3,0,0,0,0,0,-1,lawyer
डोमकाव,2,1,0,0,0,0,-0.3333333333,domkao
मासे,3,0,0,0,0,0,-1,fish
विनोद,3,0,0,0,0,0,-1,joke
चांगले खाद्य,3,0,0,0,0,0,-1,Good food
काळा,1,0,2,0,0,0,1,black
टोटल फुटबॉल,2,0,0,1,0,0,0.3333333333,Total Football
मुक्त,3,0,0,0,0,0,-1,free
अभिजात वर्ग,2,0,1,0,0,0,0,the aristocracy
लांब उडी,3,0,0,0,0,0,-1,long jump
समुद्राचे प्रेमी,3,0,0,0,0,0,-1,Lovers of the sea
घुमाळे,2,0,0,0,1,0,0.6666666667,turn around
तीव्र कुपोषण,2,0,1,0,0,0,0,severe malnutrition
मद्यपान करणारे,0,1,1,0,1,0,2.333333333,drinkers
विदर्भी,2,0,1,0,0,0,0,Vidarbha
लाडली,2,1,0,0,0,0,-0.3333333333,pampered
तिरस्क,1,0,1,0,0,1,0.3333333333,disdain
कडवट,1,1,1,0,0,0,0.6666666667,bitter
डोम,1,0,1,0,1,0,1.666666667,Dom
मोठ्या कुटुंबांचा,2,0,1,0,0,0,0,of large families
थोडे लाजाळू,2,1,0,0,0,0,-0.3333333333,A little shy
चांगले कपडे घातलेले,3,0,0,0,0,0,-1,well dressed
नावडलेल्या लाकडाची फळे खातात,1,1,1,0,0,0,0.6666666667,Eats the fruits of rotten wood
ढोबळ,1,0,1,1,0,0,1.333333333,rough
शेतकऱ्या,2,0,0,1,0,0,0.3333333333,Farmers
डोळे काळे,1,1,1,0,0,0,0.6666666667,Black eyes
सुखी,3,0,0,0,0,0,-1,happy
कांस्य,3,0,0,0,0,0,-1,Bronze
थोडी कठोर,1,0,2,0,0,0,1,A bit harsh
डोंगरी लोक,0,0,2,0,1,0,2.666666667,hill people
सोव्हिएत,2,0,0,0,1,0,0.6666666667,soviet
