Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
శ్రామికులు,3,0,0,0,0,0,-1,the workers
శరణార్థులు,1,0,2,0,0,0,1,Refugees
రాజకీయం,2,1,0,0,0,0,-0.3333333333,politics
డాక్టర్,3,0,0,0,0,0,-1,Dr
క్లాసికల్ సంగీతం,3,0,0,0,0,0,-1,Classical music
యాత్ర,3,0,0,0,0,0,-1,trip
క్రమం,3,0,0,0,0,0,-1,sequence
అదృష్టం,3,0,0,0,0,0,-1,good luck
నిర్మలమైన,3,0,0,0,0,0,-1,pure
ధాత్రి,3,0,0,0,0,0,-1,Dhatri
శిఖరాలు,3,0,0,0,0,0,-1,peaks
మద్యం,0,0,0,3,0,0,3,alcohol
మావోయిస్టులు,0,0,0,0,3,0,4,Maoists
హిందీ మాట్లాడేవారు,3,0,0,0,0,0,-1,Hindi speaking
భక్తి పారవశ్యం,3,0,0,0,0,0,-1,Bhakti ecstasy
శౌర్యవంతుడు,3,0,0,0,0,0,-1,A brave man
బ్రిటీష్,1,0,0,0,2,0,2.333333333,British
సిక్కిమ్,3,0,0,0,0,0,-1,Sikkim
శ్రీయంతి,3,0,0,0,0,0,-1,Sriyanti
కవిత,3,0,0,0,0,0,-1,the poem
నాటకీయ,2,1,0,0,0,0,-0.3333333333,Dramatic
చిత్రకారులు,3,0,0,0,0,0,-1,Painters
శుభాకాంక్షలు,3,0,0,0,0,0,-1,Greetings
రాజకీయంగా అప్రమత్తమైన,3,0,0,0,0,0,-1,Politically alert
స్వేచ్ఛావాదులు,3,0,0,0,0,0,-1,Libertarians
స్థానిక,3,0,0,0,0,0,-1,Local
శ్రామిక,3,0,0,0,0,0,-1,working
భారత్,3,0,0,0,0,0,-1,India
తత్వవేత్తలు,3,0,0,0,0,0,-1,Philosophers
పరిశ్రమ,3,0,0,0,0,0,-1,Industry
జ్ఞానం,3,0,0,0,0,0,-1,knowledge
టిబెట్‌,3,0,0,0,0,0,-1,Tibet
హింస,1,0,0,0,2,0,2.333333333,violence
ఒంటరి,3,0,0,0,0,0,-1,alone
సెక్సీ,0,0,1,1,1,0,3,Sexy
భావోద్వేగం,2,0,1,0,0,0,0,emotion
జోక్యం చేసుకునేవారు,1,1,1,0,0,0,0.6666666667,Interferers
టీ,3,0,0,0,0,0,-1,tea
పిల్లలను ప్రేమించేవారు,3,0,0,0,0,0,-1,Loves children
మెత్తని,3,0,0,0,0,0,-1,soft
మృదుస్వభావం,3,0,0,0,0,0,-1,Gentleness
రహస్యం,3,0,0,0,0,0,-1,the secret
శివుడు,3,0,0,0,0,0,-1,Lord Shiva
ఖడ్గాలను ఉపయోగించడం,1,0,0,1,1,0,2,Using swords
రబీంద్రనాథ్ ఠాగూర్,3,0,0,0,0,0,-1,Rabindranath Tagore
సౌందర్యానికి ప్రసిద్ధి,3,0,0,0,0,0,-1,Famous for beauty
హింసాత్మకంగా,1,0,0,1,1,0,2,violently
శృంగారంగా,2,1,0,0,0,0,-0.3333333333,Romantically
ఏథియోపియన్స్,3,0,0,0,0,0,-1,Ethiopians
శివాలిక్,3,0,0,0,0,0,-1,Shivalik
మంచి వంటలు చేస్తారు,3,0,0,0,0,0,-1,Good cooking
హౌస్‌బోట్‌లు,3,0,0,0,0,0,-1,Houseboats
హిందూ,2,1,0,0,0,0,-0.3333333333,Hindu
