Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
கடின உழைப்பாளி,3,0,0,0,0,0,-1,Hard worker
வன்முறையானவர்கள்,1,1,0,1,0,0,1,Violent people
வனவாசி,3,0,0,0,0,0,-1,forest dweller
லேசான,3,0,0,0,0,0,-1,Mild
நிலத்தடி,3,0,0,0,0,0,-1,Underground
லாக்,3,0,0,0,0,0,-1,Lock
டீ,3,0,0,0,0,0,-1,Tea
ஸ்லோவாக் மொழி,3,0,0,0,0,0,-1,Slovak language
குதிரை,3,0,0,0,0,0,-1,Horse
குடும்பம்-மையப்படுத்தப்பட்ட,3,0,0,0,0,0,-1,Family-centered
மதிப்பு,3,0,0,0,0,0,-1,Respect
மகிழ்ச்சியான,3,0,0,0,0,0,-1,happy
லேசான வேலை,3,0,0,0,0,0,-1,Light work
டெய்லர்,3,0,0,0,0,0,-1,Taylor
விரைவான,3,0,0,0,0,0,-1,Quick
க்வாலி,2,0,0,0,1,0,0.6666666667,Quali
ரோமான্টিக்,1,0,0,0,0,2,-0.3333333333,Romantic
துணை நிலை ஆளுநர்,3,0,0,0,0,0,-1,Deputy Governor
சொல்வதைக் குறிக்கிறது,3,0,0,0,0,0,-1,means to say
குதிரை வீரர்கள்,2,1,0,0,0,0,-0.3333333333,Horsemen
ராஜஸ்தானியர்கள்,3,0,0,0,0,0,-1,Rajasthanis
பூமி,3,0,0,0,0,0,-1,Earth
பௌத்தம்,3,0,0,0,0,0,-1,Buddhism
டெலிகாஸ்ட்,3,0,0,0,0,0,-1,telecast
தத்துவஞானிகள்,3,0,0,0,0,0,-1,Philosophers
சாந்தமானவர்கள்,3,0,0,0,0,0,-1,Gentle people
ராஜேந்திர சக்ரவர்த்தி,3,0,0,0,0,0,-1,Rajendra Chakraborty
கடை,3,0,0,0,0,0,-1,shop
துஷ்பிரயோகம் செய்யப்பட்டவர்கள்,1,0,0,1,1,0,2,Abused
ஹிந்துக்கள்,3,0,0,0,0,0,-1,Hindus
குடிகாரர்,0,1,1,1,0,0,2,drunkard
தென்னிந்திய,3,0,0,0,0,0,-1,South Indian
நிறைய சாப்பிடுகிறார்கள்,1,2,0,0,0,0,0.3333333333,They eat a lot
பயங்கரவாதி,0,0,0,0,3,0,4,Terrorist
சைவர்,3,0,0,0,0,0,-1,Cyber
வடிவமைப்பு,3,0,0,0,0,0,-1,design
மதத்தலைவர்,3,0,0,0,0,0,-1,religious leader
ருஜா,3,0,0,0,0,0,-1,Ruja
உதவி,3,0,0,0,0,0,-1,Help
மலையாளி,3,0,0,0,0,0,-1,malayali
மதவெறியர்கள்,0,0,0,2,1,0,3.333333333,Religious fanatics
வெற்றிகரமானவர்,3,0,0,0,0,0,-1,Successful
ராக் இசைக்கலைஞர்,3,0,0,0,0,0,-1,Rock musician
ஜல்லிக்கட்டு,3,0,0,0,0,0,-1,Jallikattu
குதிரை வாகனம்,3,0,0,0,0,0,-1,horse carriage
முறைப்படுத்தப்பட்ட,3,0,0,0,0,0,-1,Systematized
துணை வகை,3,0,0,0,0,0,-1,subtype
டேன்ஸ்,3,0,0,0,0,0,-1,Danes
ராஜபுத்திர,3,0,0,0,0,0,-1,Rajputra
டகோரா,3,0,0,0,0,0,-1,Dagora
ராஜபக்ஷ,2,1,0,0,0,0,-0.3333333333,Rajapaksa
வளர்ச்சி குறைபாடு,1,2,0,0,0,0,0.3333333333,Developmental deficiency
லேடி,3,0,0,0,0,0,-1,Lady
சாந்தம்,3,0,0,0,0,0,-1,Gentleness
துருவமானவர்கள்,1,2,0,0,0,0,0.3333333333,Poles
இசை,3,0,0,0,0,0,-1,Music
முற்போக்கானவர்,3,0,0,0,0,0,-1,Progressive
பெரிய குடும்பம்,3,0,0,0,0,0,-1,Big family
சிறந்த டிக் டாக் பயனர்கள்,3,0,0,0,0,0,-1,Top Tik Tok users
ஹேர்ஸ்டைல்,3,0,0,0,0,0,-1,Hairstyle
மதச்சார்பான,2,0,0,1,0,0,0.3333333333,Secular
கிறித்துவர்,3,0,0,0,0,0,-1,Christian
துஷ்பிரயோகக்காரர்கள்,0,0,1,1,1,0,3,Abusers
பழங்குடி,3,0,0,0,0,0,-1,Tribal
தனிமையானவர்கள்,2,1,0,0,0,0,-0.3333333333,Lonely people
ராஜ்யம்,3,0,0,0,0,0,-1,Kingdom
அழகான இடம்,3,0,0,0,0,0,-1,Beautiful place
மத உணர்வு,1,2,0,0,0,0,0.3333333333,Religious sentiment
திறமையான வங்கிர்கள்,3,0,0,0,0,0,-1,Skilled bankers
ஆங்கில மொழி பேசுபவர்கள்,3,0,0,0,0,0,-1,English speakers
தீவுகள்,3,0,0,0,0,0,-1,Islands
மெல்லிய,3,0,0,0,0,0,-1,thin
திறமை,3,0,0,0,0,0,-1,Skill
பஞ்சாபி,3,0,0,0,0,0,-1,Punjabi
ஹாட் டாக்ஸ்,3,0,0,0,0,0,-1,Hot dogs
புகழ்,3,0,0,0,0,0,-1,fame
துணி,3,0,0,0,0,0,-1,Cloth
துண்டு துண்டான,2,0,1,0,0,0,0,Fragmented
வளமான மொழி,3,0,0,0,0,0,-1,Rich language
மரங்களின் மீது வாழ்தல்,3,0,0,0,0,0,-1,Living on trees
துல்லியமான,3,0,0,0,0,0,-1,Accurate
மரபு வண்ணம்,3,0,0,0,0,0,-1,Traditional color
ஸ்காண்டிநேவிய,3,0,0,0,0,0,-1,Scandinavian
லேட்டர்,3,0,0,0,0,0,-1,Later
இஸ்லாமியர்கள்,3,0,0,0,0,0,-1,Muslims
ராபின் ஹூட்,2,1,0,0,0,0,-0.3333333333,Robin Hood
சாப்பிடுகிறார்கள்,3,0,0,0,0,0,-1,are eating
தெலுங்கு மொழி,3,0,0,0,0,0,-1,Telugu language
ஃபூட்பால்,3,0,0,0,0,0,-1,Football
ஈஸ்ட்ரி,3,0,0,0,0,0,-1,Eastry
கேரளம்,3,0,0,0,0,0,-1,Kerala
புகழ்பெற்ற மன்னர்கள்,3,0,0,0,0,0,-1,Famous kings
ஐஸ்கோக்,3,0,0,0,0,0,-1,Ayscock
நெல் விளைச்சல்,3,0,0,0,0,0,-1,Rice yield
கருப்பான,2,1,0,0,0,0,-0.3333333333,Black
துரோகம்,1,0,0,1,1,0,2,Treachery
ஜெய்ஷ்-இ-முகம்மது,2,0,0,0,1,0,0.6666666667,Jaish-e-Mohammed
ஓய்வு பெற்றவர்,3,0,0,0,0,0,-1,Retired
தியானம் செய்கிறார்கள்,3,0,0,0,0,0,-1,They meditate
மரியாதையானவர்கள்,3,0,0,0,0,0,-1,Respectful people
மலைப்பாங்கான பகுதி,3,0,0,0,0,0,-1,Hilly area
மலாய்,3,0,0,0,0,0,-1,Malay
மதச்சார்பற்ற,3,0,0,0,0,0,-1,Secular
லக்னோ,3,0,0,0,0,0,-1,Lucknow
குடிகாரர்கள்,0,0,1,2,0,0,2.666666667,drunkards
வலிமையானவர்,3,0,0,0,0,0,-1,Strong
செல்வந்தர்கள்,3,0,0,0,0,0,-1,The wealthy
துணி கைவினைஞர்,3,0,0,0,0,0,-1,Cloth craftsman
அமைதியாக இருப்பவர்கள்,3,0,0,0,0,0,-1,The quiet ones
கடின உழைப்பு,3,0,0,0,0,0,-1,hard work
சண்டையாளர்கள்,1,0,1,0,1,0,1.666666667,Fighters
மதத்தால் பிரிக்கப்பட்ட,0,1,2,0,0,0,1.666666667,Divided by religion
பூக்கள்,3,0,0,0,0,0,-1,Flowers
কবিতা,1,0,0,0,0,2,-0.3333333333,Poetry
சிகரெட்,1,1,0,1,0,0,1,Cigarette
புகைப்படம் எடுக்கிறார்கள்,3,0,0,0,0,0,-1,They take photos
பாரம்பரிய,3,0,0,0,0,0,-1,Traditional
தெய்வீக,3,0,0,0,0,0,-1,Divine
விருந்தோம்பல்,3,0,0,0,0,0,-1,Hospitality
புகழ்பெற்ற மதகுரு,2,1,0,0,0,0,-0.3333333333,Renowned priest
திபெத்திய,3,0,0,0,0,0,-1,Tibetan
ஆபத்தானவை,2,0,0,0,1,0,0.6666666667,are dangerous
யூதர்,3,0,0,0,0,0,-1,Jew
திரைப்படத் தயாரிப்பாளர்,3,0,0,0,0,0,-1,Film producer
மரங்கள்,3,0,0,0,0,0,-1,trees
ரஷ்ய,3,0,0,0,0,0,-1,Russian
நடனம்,3,0,0,0,0,0,-1,Dance
கவனமாக,3,0,0,0,0,0,-1,Carefully
ஆக்கிரமிப்பாளர்கள்,1,1,0,1,0,0,1,Invaders
அரசியல்,2,1,0,0,0,0,-0.3333333333,Politics
அறிவாளி,3,0,0,0,0,0,-1,Intellectual
ராக்கிங்,2,0,1,0,0,0,0,Rocking
லாவ்,3,0,0,0,0,0,-1,Lau
பேச்சு,3,0,0,0,0,0,-1,Speech
டிரக் டிரைவர்கள்,3,0,0,0,0,0,-1,Truck drivers
பம்பர்க்,3,0,0,0,0,0,-1,Bumburgh
பைக் ரைடு,3,0,0,0,0,0,-1,Bike ride
கவிஞர்,3,0,0,0,0,0,-1,Poet
விரோதமான,1,0,2,0,0,0,1,Hostile
மலைப்பகுதி வாசிகள்,3,0,0,0,0,0,-1,Hill dwellers
லாஸ் டாஸ்,3,0,0,0,0,0,-1,Los Toss
ஊழல்,0,1,1,1,0,0,2,Corruption
கொடுமை,0,1,1,0,1,0,2.333333333,Cruelty
பட்டதாரி,3,0,0,0,0,0,-1,graduate
ஐரிஷ்,3,0,0,0,0,0,-1,Irish
ஜெய் சிங்க்,2,0,1,0,0,0,0,Jai Singh
ஊழியர்,3,0,0,0,0,0,-1,Employee
அரண்மனை,3,0,0,0,0,0,-1,Palace
தைரியம்,3,0,0,0,0,0,-1,Courage
குதிரை பந்தயம்,2,1,0,0,0,0,-0.3333333333,Horse racing
மென்மையான,3,0,0,0,0,0,-1,Soft
பனை,3,0,0,0,0,0,-1,Palm
ஹரியானா,3,0,0,0,0,0,-1,Haryana
மீன்பிடி,3,0,0,0,0,0,-1,Fishing
பானம்,3,0,0,0,0,0,-1,Drink
பீர்,1,1,0,1,0,0,1,Beer
ஞானிகள்,3,0,0,0,0,0,-1,Wise men
பாஸ்ட்ரி,3,0,0,0,0,0,-1,Pastry
மதச்சார்பற்றவர்கள்,3,0,0,0,0,0,-1,Secular people
மரச்செயலாளி,3,0,0,0,0,0,-1,Carpenter
குடிப்பழக்கம்,1,0,1,1,0,0,1.333333333,Alcoholism
திராவிடர்கள்,3,0,0,0,0,0,-1,Dravidians
ஐஸ் ஹாக்கி,3,0,0,0,0,0,-1,Ice hockey
ஜங்கிள்,3,0,0,0,0,0,-1,Jungle
நேர்த்தியானவர்கள்,3,0,0,0,0,0,-1,Elegant people
துருவமாக,3,0,0,0,0,0,-1,Polarized
குதிரை சவாரி,3,0,0,0,0,0,-1,horse riding
நடனமாட விரும்கிறேன்,3,0,0,0,0,0,-1,I want to dance
வனவிலங்குகள்,3,0,0,0,0,0,-1,Wildlife
சைத்யா,3,0,0,0,0,0,-1,Saitya
சமத்துவம்,3,0,0,0,0,0,-1,Equality
மரபணு மாற்றம்,2,0,1,0,0,0,0,Genetic modification
பனிக்கட்டி,3,0,0,0,0,0,-1,Ice cube
நாடோடிகள்,2,1,0,0,0,0,-0.3333333333,Nomads
குழுக்கள்,3,0,0,0,0,0,-1,groups
லட்சியமானவர்கள்,3,0,0,0,0,0,-1,Ambitious
நிலத்தடியில்,3,0,0,0,0,0,-1,underground
ஆக்ரோபாட்டிக்,3,0,0,0,0,0,-1,Acrobatic
காதல்,3,0,0,0,0,0,-1,love
ஜிப்மியா,3,0,0,0,0,0,-1,Zipmia
திரைப்பட நடிகர்,3,0,0,0,0,0,-1,Film actor
ஹிந்தி பேசுபவர்கள்,3,0,0,0,0,0,-1,Hindi speakers
இஸ்லாமியர்,3,0,0,0,0,0,-1,Muslim
சுவையான உணவு,3,0,0,0,0,0,-1,Delicious food
பஞ்சம்,2,1,0,0,0,0,-0.3333333333,Famine
ராக் கிளப்,3,0,0,0,0,0,-1,Rock Club
பணிவு,3,0,0,0,0,0,-1,Humility
கட்டுப்பாட்டு முறை,3,0,0,0,0,0,-1,control method
சுதந்திரமானவர்கள்,3,0,0,0,0,0,-1,Independents
ஸ்பானிஷ்,3,0,0,0,0,0,-1,Spanish
மீனவர்,3,0,0,0,0,0,-1,Fisherman
மரபணு படிநிலை,3,0,0,0,0,0,-1,Genetic Hierarchy
அமைதிக்காக போராடுகிறார்கள்,2,1,0,0,0,0,-0.3333333333,They fight for peace
தனித்துவமான ஆங்கிலம் பேசுபவர்கள்,3,0,0,0,0,0,-1,Unique English speakers
ஞானமான,3,0,0,0,0,0,-1,Wise
மர்மம்,2,0,1,0,0,0,0,Mystery
சத்தம்,2,1,0,0,0,0,-0.3333333333,noise
பாடகர்,3,0,0,0,0,0,-1,Singer
ஐஸ்,3,0,0,0,0,0,-1,Ice
மது அருந்துபவர்கள்,1,1,1,0,0,0,0.6666666667,Alcohol drinkers
சைக்கிள்,3,0,0,0,0,0,-1,Bicycle
படித்தவர்,3,0,0,0,0,0,-1,Educated
ஆங்கிலோஃபோன்,3,0,0,0,0,0,-1,Anglophone
பனிபடர்ந்த,3,0,0,0,0,0,-1,snowy
படை வீரர்கள்,2,0,0,0,1,0,0.6666666667,Soldiers
தியானம் செய்பவர்கள்,3,0,0,0,0,0,-1,Those who meditate
ஓபரா,3,0,0,0,0,0,-1,Opera
திராட்சை,3,0,0,0,0,0,-1,grapes
விளையாட்டு,3,0,0,0,0,0,-1,game
புத்திசாலிகள்,3,0,0,0,0,0,-1,Smart people
திரைத்துறை,3,0,0,0,0,0,-1,Film Department
சாக்லேட்,3,0,0,0,0,0,-1,Chocolate
ஸ்டீரியன்,3,0,0,0,0,0,-1,sterion
ஆக்ரோஷமானவர்கள்,1,1,0,0,1,0,1.333333333,Aggressive
ராஜஸ்தான்,3,0,0,0,0,0,-1,Rajasthan
பழைய மொழி,3,0,0,0,0,0,-1,Old language
சோலியோ,3,0,0,0,0,0,-1,Solio
லவ்,3,0,0,0,0,0,-1,Love
க்யூட்,3,0,0,0,0,0,-1,Cute
திரைப்படத் தயாரிப்பாளர்கள்,3,0,0,0,0,0,-1,Filmmakers
லாபகரமானவர்கள்,2,1,0,0,0,0,-0.3333333333,Profitable
வளர்ச்சி குன்றியவர்கள்,2,0,0,1,0,0,0.3333333333,Stunted people
நிலத்தடி வளங்கள்,3,0,0,0,0,0,-1,Underground resources
கவிதை,3,0,0,0,0,0,-1,poem
புகழ்பெற்ற பள்ளிகள்,3,0,0,0,0,0,-1,reputed schools
குடித்துவிட்டு பாடும்,0,2,1,0,0,0,1.333333333,Drinking and singing
ஸ்கியிங்,3,0,0,0,0,0,-1,Skiing
ஜேடி,3,0,0,0,0,0,-1,JD
ராஜாவின் மகன்,3,0,0,0,0,0,-1,King's son
வளம்,3,0,0,0,0,0,-1,Resource
இந்துக்கள்,3,0,0,0,0,0,-1,Hindus
ஓடியாக்கள்,3,0,0,0,0,0,-1,Odias
ராஜ்யத்தின் தலைவர்,3,0,0,0,0,0,-1,The head of the kingdom
சீக்கியம்,3,0,0,0,0,0,-1,Sikhism
ஸ்காண்டிநேவியா,3,0,0,0,0,0,-1,Scandinavia
