identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
Filistinli,terörist,2,1,0,4,Palestinian,terrorist
Hakkârili,terörist,2,1,0,4,Hakkari,terrorist
Sırplar,katil,1,2,0,4,serbs,join
Tuncelili,terörist,1,1,1,4,from Tunceli,terrorist
Afganlar,terörist,1,2,0,4,Afghans,terrorist
Şırnaklı,terörist,1,2,0,4,Şırnakli,terrorist
Güneydoğulu,ırkçı,1,2,0,3.666666667,southeastern,racist
Meksikalı,uyuşturucu kaçakçısı,1,2,0,3.333333333,Mexican,drug trafficker
Kolombiyalı,uyuşturucu kaçakçısı,1,2,0,3.333333333,Colombian,drug trafficker
Moğolca,barbar,0,3,0,3.333333333,Mongolian,barbarian
Kolombiyalı,uyuşturucu satıcısı,1,2,0,3.333333333,Colombian,drug dealer
Osmaniyeli,barbar,2,1,0,3.333333333,Osmaniyeli,barbarian
Nijeryalı,dolandırıcı,1,2,0,3,Nigerian,cheat
Koreliler,diktatör,2,1,0,3,Koreans,dictator
Osmaniyeli,zalim,2,1,0,3,Osmaniyeli,cruel
Osmaniyeli,acımasız,2,1,0,2.666666667,Osmaniyeli,unmerciful
Trabzonlu,agresif,1,2,0,2.666666667,from trabzon,aggressive
Nijeryalı,sahtekar,1,1,1,2.666666667,Nigerian,fake
Manisalı,gevşek,1,2,0,2.666666667,Manisali,loose
Akdenizli,gevşek,1,2,0,2.666666667,Mediterranean,loose
Yunanlılar,sahtekâr,1,2,0,2.666666667,Greeks,fake
Koreliler,acımasız,1,2,0,2.666666667,Koreans,unmerciful
Afganiler,uyuşturucu kullanıyorlar,1,1,1,2.666666667,Afghanis,they use drugs
Moğolca,acımasız,1,2,0,2.666666667,Mongolian,unmerciful
Egeli,gevşek,1,2,0,2.666666667,Aegean,loose
İrlandalı,sarhoş,1,2,0,2.333333333,Irish,drunk
İskoç,sarhoş,1,2,0,2.333333333,Scots,drunk
Osmaniyeli,vahşi,2,1,0,2.333333333,Osmaniyeli,wild
Afganlar,taliban,1,2,0,2.333333333,Afghans,taliban
Koreliler,saldırgan,1,2,0,2.333333333,Koreans,attacker
Osmaniyeli,saldırgan,2,1,0,2.333333333,Osmaniyeli,attacker
Amerikalılar,obez,1,2,0,2.333333333,Americans,obese
Hakkârili,vahşi,1,2,0,2.333333333,Hakkari,wild
Suriyeli,savaştan kaçtı,1,2,0,2.333333333,Syrian,escaped from the war
Ordulu,işe yaramaz,2,1,0,2.333333333,military,useless
Sırplar,saldırgan,0,3,0,2.333333333,serbs,attacker
Ağrılı,rahatsız edici,2,1,0,2,Sore,disturbing
Kayserili,cimri,0,3,0,2,from Kayseri,greedy
Suriyeli,savaştan kaçan,1,2,0,2,Syrian,escaping from war
İskoç,cimri,1,2,0,2,Scots,greedy
Kayserili,kibirli,1,2,0,1.666666667,from Kayseri,arrogant
Osmaniyeli,kibirli,2,1,0,1.666666667,Osmaniyeli,arrogant
Ordulu,silahlı,2,1,0,1.666666667,military,armed
Marmaralı,kibirli,2,1,0,1.666666667,Marmara,arrogant
Ankaralı,kibirli,1,2,0,1.666666667,from Ankara,arrogant
Kamerunlu,kirli,2,1,0,1.666666667,Cameroonian,dirty
İstanbullu,kibirli,0,3,0,1.666666667,from Istanbul,arrogant
Sırplar,kaba,0,3,0,1.666666667,serbs,rude
Güneydoğulu,aşırılıkçı,1,2,0,1.666666667,southeastern,extremist
Ağrılı,rahatsız,2,1,0,1.666666667,Sore,uncomfortable
Ankaralı,sinirli,1,2,0,1.666666667,from Ankara,annoyed
Güneydoğulu,tembel,2,1,0,1.333333333,southeastern,lazy
Etiyopyalı,aç,1,2,0,1.333333333,Ethiopian,hungry
İskoç,ukala,2,1,0,1.333333333,Scots,highbrow
Kuzey İrlandalı,isyancı,1,2,0,1.333333333,northern irish,rebel
Eritreli,aç,2,1,0,1.333333333,Eritrean,hungry
Ağrılı,hoş olmayan,2,1,0,1.333333333,Sore,unpleasant
Güney Sudanlı,aç,1,2,0,1.333333333,South Sudanese,hungry
Suriyeli,parasız,2,1,0,1.333333333,Syrian,free
Filistinli,öfkeli,1,2,0,1.333333333,Palestinian,furious
Adanalı,kavgacı,1,2,0,1.333333333,from adana,quarrelsome
Sudanlı,aç,1,2,0,1.333333333,Sudanese,hungry
İç Anadolulu,tutucu,0,3,0,1.333333333,Central Anatolian,conservative
İzmirli,geveze,2,1,0,1,from Izmir,chattering
Karadenizli,hırçın,0,3,0,1,from the black sea,combative
Karslı,üşengeç,1,2,0,1,Karsli,lazy
Ağrılı,can sıkıcı,2,1,0,1,Sore,annoying
Karadenizli,çapkın,1,2,0,1,from the black sea,womaniser
Trabzonlu,hırçın,0,3,0,1,from trabzon,combative
Trabzonlu,çapkın,1,2,0,1,from trabzon,womaniser
Marmaralı,sığ,2,1,0,1,Marmara,shallow
İskoç,alkollü,1,2,0,1,Scots,alcoholic
Kolombiyalı,kokain,2,1,0,1,Colombian,cocaine
Finliler,üşengeç,2,1,0,1,Finns,lazy
Ağrılı,nahoş,2,1,0,1,Sore,unpleasant
İrlandalı,içki içmeye düşkün,0,3,0,1,Irish,fond of drinking
İrlandalı,alkollü,1,2,0,1,Irish,alcoholic
Azeriler,aşırı derecede milliyetçi,1,2,0,1,azeris,extremely nationalistic
Ankaralı,gürültücü,2,1,0,1,from Ankara,noisy
Ağrılı,sinir bozucu,2,1,0,1,Sore,annoying
Manisalı,geveze,1,2,0,1,Manisali,chattering
Arjantinliler,küstah,2,1,0,0.6666666667,Argentinians,arrogant
Ağrılı,huzursuz,1,2,0,0.6666666667,Sore,restless
Fransızca,küstah,2,1,0,0.6666666667,French,arrogant
Kuzey İrlandalı,şiddetli,1,2,0,0.6666666667,northern irish,severe
Azeriler,daha çok i̇slamcı,2,1,0,0.6666666667,azeris,more islamist
Trabzonlu,çabuk sinirlenen,0,3,0,0.6666666667,from trabzon,irritable
Faroe dili,izole,1,1,1,0.6666666667,Faroese,isolated
Filipinliler,hizmetçi,2,1,0,0.6666666667,Filipinos,servant
Ağrılı,şiddetli,1,2,0,0.6666666667,Sore,severe
Ganalı,güvenilmez,2,1,0,0.3333333333,ghanaian,unreliable
Bulgarca,anlaşılmaz,2,1,0,0.3333333333,Bulgarian,incomprehensible
İskoç,içkili,1,2,0,0.3333333333,Scots,tipsy
Sahrawi,bağımsızlıkçı,2,1,0,0.3333333333,Sahrawi,independenceist
Kolombiyalı,uyuşturucu,2,1,0,0.3333333333,Colombian,drugs
Ağrılı,aşırı duyarlılık,1,2,0,0.3333333333,Sore,hypersensitivity
Afganlar,mülteci,1,2,0,0.3333333333,Afghans,refugee
Kayserili,ihtiraslı,2,1,0,0.3333333333,from Kayseri,passionate
İskoç,içki içen,1,2,0,0.3333333333,Scots,drinker
Doğulu,fakir,2,1,0,0.3333333333,Eastern,poor
Sahrawi,bağımsızlık yanlısı,1,2,0,0.3333333333,Sahrawi,pro-independence
Koreliler,baskıcı,0,3,0,0.3333333333,Koreans,oppressive
Koreliler,komünist,2,1,0,0.3333333333,Koreans,communist
İrlandalı,içki içmeyi seven,0,3,0,0.3333333333,Irish,likes to drink
Ağrılı,sızlayan,2,1,0,0.3333333333,Sore,shooting
Ağrılı,can yakıcı,1,2,0,0.3333333333,Sore,hurting
Suriyeli,mülteci,1,2,0,0.3333333333,Syrian,refugee
Eritreli,mülteci,2,1,0,0.3333333333,Eritrean,refugee
Hakkârili,asi,1,2,0,0.3333333333,Hakkari,Vaccine
Moğolca,anlaşılmaz,2,1,0,0.3333333333,Mongolian,incomprehensible
İrlandalı,içki içen,1,2,0,0.3333333333,Irish,drinker
Noel Adalıları,kışkırtıcı,2,1,0,0.3333333333,Christmas Islanders,provocative
Kübalılar,komünist,0,3,0,0.3333333333,Cubans,communist
Zimbabveli,fakir,2,1,0,0.3333333333,zimbabwean,poor
Güneydoğulu,fakir,1,2,0,0.3333333333,southeastern,poor
Azeriler,çok çabuk sinirleniyor,1,2,0,0.3333333333,azeris,gets angry very quickly
Sırplar,sert bir dil,1,2,0,0.3333333333,serbs,harsh language
Osmaniyeli,baskıcı,1,2,0,0.3333333333,Osmaniyeli,oppressive
Koreliler,katı,1,2,0,0,Koreans,thick
Vanlı,kürt,1,2,0,0,from Van,Kurd
Siirtli,kürt,1,2,0,0,Siirtli,Kurd
Ürdünlü,arap,1,2,0,0,Jordanian,arabic
Mısırlı,arap,2,1,0,0,Egyptian,arabic
Şırnaklı,kürt,2,1,0,0,Şırnakli,Kurd
Batmanlı,kürt,1,2,0,0,from Batman,Kurd
