identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
パレスチナ人,テロリスト,1,2,0,4,Palestinian,terrorist
イラク人,テロリスト,0,3,0,4,Iraqi,terrorist
ルワンダ人,ルワンダ虐殺,0,3,0,4,Rwandans,Rwanda genocide
イラン人,テロリスト,1,2,0,4,Iranian,terrorist
エルサルバドル人,犯罪者,2,1,0,4,Salvadoran,criminal
アルバニア人,犯罪者,2,1,0,4,Albanian,criminal
パキスタン人,テロリスト,2,1,0,4,pakistani,terrorist
シリア人,テロリスト,1,2,0,4,Syrian,terrorist
コロンビア人,麻薬王,1,2,0,3.666666667,Colombian,drug lord
ロシア人,マフィア,1,2,0,3.666666667,Russian,mafia
コロンビア人,麻薬密売人,1,2,0,3.666666667,Colombian,drug trafficker
アルバニア人,犯罪,2,1,0,3.666666667,Albanian,crime
アルバニア人,マフィア,1,2,0,3.666666667,Albanian,mafia
コロンビア人,麻薬の運び屋,1,2,0,3.666666667,Colombian,drug courier
セルビア人,戦争犯罪人,2,1,0,3.666666667,Serbian,war criminal
イタリア人,マフィア,2,1,0,3.666666667,Italian,mafia
北朝鮮人,暴君,1,2,0,3.333333333,North Korean,tyrant
コロンビア人,麻薬,1,2,0,3.333333333,Colombian,drug
コロンビア人,麻薬の売人,1,2,0,3.333333333,Colombian,drug dealer
バミューダ人,海賊,2,1,0,3.333333333,Bermudian,pirate
ポルトガル人,植民地主義者,2,1,0,3.333333333,Portuguese,colonialist
ナイジェリア人,詐欺,2,1,0,3.333333333,Nigerian,scam
北朝鮮人,抑圧者,1,2,0,3,North Korean,oppressor
オランダ人,マリファナ,1,2,0,3,Dutch,marijuana
モンゴル人,征服者,2,1,0,3,Mongolian,conqueror
北朝鮮人,狂気,1,2,0,3,North Korean,Insanity
イギリス人,支配者,2,1,0,3,Englishman,Ruler
セルビア人,攻撃的,2,1,0,3,Serbian,Aggressive
イスラエル人,攻撃的,0,3,0,3,Israeli,Aggressive
北朝鮮人,軍国主義,0,3,0,2.666666667,North Korean,Militarism
ロシア人,アルコール中毒,1,2,0,2.666666667,Russian,alcohol addiction
北朝鮮人,権力主義,0,3,0,2.666666667,North Korean,authoritarianism
北朝鮮人,威圧的な人,0,3,0,2.666666667,North Korean,an intimidating person
北朝鮮人,抑圧的,0,3,0,2.666666667,North Korean,oppressive
モンゴル人,侵略的,2,1,0,2.666666667,Mongolian,invasive
ロシア人,アルコール中毒者,2,1,0,2.666666667,Russian,alcoholic
北朝鮮人,独裁主義,0,3,0,2.666666667,North Korean,authoritarianism
北朝鮮人,独裁的,1,2,0,2.666666667,North Korean,dictatorial
