identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
زامبي ،,يأكل البشر,0,3,0,4,"Zambian,",Eats humans
كوري شمالي ،,استبدادي,0,3,0,3.666666667,"north korean,",tyrannical
كوري شمالي ،,ديكتاتور,0,3,0,3.666666667,"north korean,",dictator
منغولي ،,متوحش,0,3,0,3.666666667,"Mongolian,",savage
كولومبي ،,كوكايين,0,3,0,3.666666667,"colombian,",cocaine
كوري شمالي ،,ديكتاتوري,0,3,0,3.666666667,"north korean,",Dictatorship
كوريا الشمالية ،,الاستبداد,0,3,0,3.666666667,"north korea ,",Tyranny
كوري شمالي ،,ديكتاتورية,0,3,0,3.666666667,"north korean,",Dictatorship
الكولومبيون ،,المخدرات,0,3,0,3.666666667,"colombians,",Drugs
كوريا الشمالية ،,ديكتاتورية,0,3,0,3.666666667,"north korea ,",Dictatorship
المنغوليون ،,غزاة,0,3,0,3.333333333,"Mongolians,",Raiders
إيطالي ،,المافيا,0,3,0,3.333333333,"Italian,",Mafia
كوري شمالي ،,عنيف,0,3,0,3.333333333,"north korean,",violent
سوداني ،,أسود,0,3,0,3.333333333,"Sudanese,",black
البريطانيون،,فظاظة,0,3,0,3,"British,",Rudeness
الكوريون الشماليون ،,المتشددون,0,3,0,3,"north koreans,",Puritans
الأمريكيون،,الجشعون,0,3,0,3,"Americans,",The greedy
روسي ،,كحولي,0,3,0,3,"Russian,",alcoholic
الفرنسية،,المتسلط,0,3,0,3,"French,",Bossy
كوري شمالي ،,شرير,0,3,0,3,"north korean,",evil
إيرلندي ،,سكير,0,3,0,3,"irish,",drunkard
إيرلندي ،,شرب الكحول,0,3,0,2.666666667,"irish,",Drink alcohol
الأمريكيون،,الأنانيين,0,3,0,2.666666667,"Americans,",Egoists
الأمريكيون،,الجشعين,0,3,0,2.666666667,"Americans,",Greedy people
كوري شمالي ،,قمعي,0,3,0,2.666666667,"north korean,",repressive
كوري شمالي ،,قمع,0,3,0,2.666666667,"north korean,",respression
الأمريكيون،,الأنانيون,0,3,0,2.333333333,"Americans,",Egoists
كوري شمالي ،,متشدد,0,3,0,2.333333333,"north korean,",extremist
الأمريكيون،,الأنانية,0,3,0,2.333333333,"Americans,",Selfishness
الأفغان ،,متشددون,0,3,0,2.333333333,"afghans,",Hardliners
أفغاني ،,متشدد,0,3,0,2.333333333,"afghani,",extremist
كوري شمالي ،,قاسي,0,3,0,2.333333333,"north korean,",harsh
الأفغان ،,الخطرين,0,3,0,2.333333333,"afghans,",The two dangerous ones
سوري،,لاجئ,0,3,0,2,"Syrian,",Refugee
كوري شمالي ،,يكرهون أمريكا,0,3,0,2,"north korean,",They hate America
يونانيون ،,ثرثارون,0,3,0,2,"greeks,",Talkative people
فلسطيني ،,لاجئ,0,3,0,2,"Palestinian,",Refugee
إيرلندي ،,شرب الخمر,0,3,0,1.666666667,"irish,",Drinking wine
آيسلندي ،,أبيض,0,3,0,1.333333333,"Icelandic,",white
روسي ،,شربوا بكثرة,0,3,0,1.333333333,"Russian,",They drank a lot
إسرائيلي ،,يهودي,0,3,0,1.333333333,"Israeli,",Jewish
صوماليون ،,الأكثر فقراً,0,3,0,1.333333333,"Somalis,",the poorest
الفلبينيون،,عمال رخيصين,0,3,0,1.333333333,"filipinos,",Cheap workers
الروس ،,شربوا بكثرة,0,3,0,1.333333333,"Russians,",They drank a lot
الأفغان ،,يقاتلون,0,3,0,1.333333333,"afghans,",They fight
آيسلندي ،,برود,0,3,0,1,"Icelandic,",Coldness
آيسلندي ،,بارد,0,3,0,1,"Icelandic,",cold
الغينية،,النحيفة,0,3,0,1,"Guinean,",The skinny one
إيرلندي ،,محب للشرب,0,3,0,1,"irish,",Love to drink
أشخاص من دبي،,مهتمون بالمال,0,3,0,1,"people from dubai,",Interested in money
صوماليون ،,الجائعون,0,3,0,1,"Somalis,",The hungry
الأفغان ،,خطير,0,3,0,1,"afghans,",dangerous
السعوديون،,يرتدون العباءة,0,3,0,0.6666666667,"Saudis,",They wear an abaya
روسي ،,صعب,0,3,0,0.6666666667,"Russian,",difficult
اسكتلندي ،,يرتدون kilts,0,3,0,0.6666666667,"Scottish,",They wear kilts
اسكتلندي ،,يرتدي  kilt,0,3,0,0.6666666667,"Scottish,",Wearing a kilt
الهولنديون ،,طويل القامة,0,3,0,0.3333333333,"Dutch,",Tall
منغولي ،,يرعى الماشية,0,3,0,0.3333333333,"Mongolian,",He grazes livestock
السعوديون،,يحبون الأكل,0,3,0,0.3333333333,"Saudis,",They love to eat
اسكتلندي ،,يرتدي kilt,0,3,0,0.3333333333,"Scottish,",Wearing a kilt
كوري شمالي ،,الصارمة,0,3,0,0.3333333333,"north korean,",Strict
أهل الشارقة،,متدينون,0,3,0,0.3333333333,"People of Sharjah,",Religious people
السعوديون،,ثروة النفط,0,3,0,0.3333333333,"Saudis,",Oil wealth
روسي ،,لغة صعبة,0,3,0,0.3333333333,"Russian,",Hard language
إيرلندي ،,الشرب,0,3,0,0,"irish,",Drinking
الأفغان ،,يرتدون الحجاب,0,3,0,0,"afghans,",They wear a hijab
كوري شمالي ،,عسكري,0,3,0,0,"north korean,",military
السعوديون،,أصحاب المال,0,3,0,0,"Saudis,",People with money
فلسطينيون ،,مقاومون,0,3,0,0,"Palestinians,",Resistors
الأتراك ،,حلوى,0,3,0,-0.3333333333,"Turks,",sweet
أبو ظبي،,حار,0,3,0,-0.3333333333,"Abu Dhabi,",hot
السعوديون،,أكثر تقليدية,0,3,0,-0.3333333333,"Saudis,",More traditional
أهل الشارقة،,محافظين,0,3,0,-0.3333333333,"People of Sharjah,",Conservatives
الأتراك ،,يحبون الكباب,0,3,0,-0.3333333333,"Turks,",They love kebabs
غينيا الاستوائية ،,حار,0,3,0,-0.3333333333,"Equatorial Guinea ,",hot
سويسري ،,بنك,0,3,0,-0.3333333333,"Swiss,",Bank
الأمريكيون،,متحررون,0,3,0,-0.3333333333,"Americans,",Liberals
شرقاوي،,يحب الطعام,0,3,0,-0.3333333333,"Sharqawi,",He loves food
مكسيكي ،,يحب الرقص,0,3,0,-0.3333333333,"mexican,",He loves dancing
برازيلي ،,يحب الرقص,0,3,0,-0.3333333333,"brazilian,",He loves dancing
الكوريون،,يأكلون الأرز,0,3,0,-0.3333333333,"koreans,",They eat rice
السعوديون،,محافظين,0,3,0,-0.3333333333,"Saudis,",Conservatives
أهل الفجيرة،,محافظون,0,3,0,-0.3333333333,"People of Fujairah,",Conservatives
قطريون ،,ثريون,0,3,0,-0.3333333333,"Qataris,",Threon
الألمانية،,صارمة,0,3,0,-0.3333333333,"German,",Strict
السعوديون،,ثريون,0,3,0,-0.3333333333,"Saudis,",Threon
الناس من رأس الخيمة،,المحافظون,0,3,0,-0.3333333333,"People from Ras Al Khaimah,",Conservatives
الإماراتيون ،,ثريون,0,3,0,-0.3333333333,"Emiratis,",Threon
السعوديون،,محافظون,0,3,0,-0.3333333333,"Saudis,",Conservatives
عماني ،,مكرم,0,3,0,-1,"Omani,",Honored
الكوبيون،,الموسيقيون,0,3,0,-1,"Cubans,",Musicians
أهل أم القيوين،,أهل البحر,0,3,0,-1,"The people of Umm Al Quwain,",People of the sea
الروس ،,الجادون,0,3,0,-1,"Russians,",Serious ones
أبو ظبي،,جميلة,0,3,0,-1,"Abu Dhabi,",beautiful
أهل الشارقة،,الكرم,0,3,0,-1,"People of Sharjah,",The vineyard
أهل الفجيرة،,مضيافون,0,3,0,-1,"People of Fujairah,",Hospitable
باكستاني ،,مسلم,0,3,0,-1,"Pakistani,",Muslim
إندونيسي ،,مسلم,0,3,0,-1,"indonesian,",Muslim
سويسري ،,دقة,0,3,0,-1,"Swiss,",Accuracy
السنغافوريون،,المتعلمون,0,3,0,-1,"Singaporeans,",Learners
السعوديون،,أصحاب الضيافة,0,3,0,-1,"Saudis,",Hospitality owners
العمانيون ،,ذوي الأخلاق الفاضلة,0,3,0,-1,"Omanis,",People with good morals
أبو ظبي،,فخمة,0,3,0,-1,"Abu Dhabi,",Luxurious
أهل الفجيرة،,محبو الصيد,0,3,0,-1,"People of Fujairah,",Fishing lovers
أهل أم القيوين،,محبو السلام,0,3,0,-1,"The people of Umm Al Quwain,",Peace lovers
أهل أم القيوين،,كرماء,0,3,0,-1,"The people of Umm Al Quwain,",Generous
الفلبينيون،,يعملون بجد,0,3,0,-1,"filipinos,",They work hard
أهل الشارقة،,طيبين,0,3,0,-1,"People of Sharjah,",They are good
البريطانيون،,يشربون الشاي,0,3,0,-1,"British,",They drink tea
السنغافوريون،,المتعلمين,0,3,0,-1,"Singaporeans,",Educated people
الألمانية،,منظم,0,3,0,-1,"German,",Organizer
السنغافوريون،,المنظمون,0,3,0,-1,"Singaporeans,",Organizers
غينيا الاستوائية ،,دافئة,0,3,0,-1,"Equatorial Guinea ,",Warm
أهل رأس الخيمة،,كرماء,0,3,0,-1,"People of Ras Al Khaimah,",Generous
سويديون ،,مهتمون بالبيئة,0,3,0,-1,"swedes,",Environmentally concerned
أهل الفجيرة،,الصيادين,0,3,0,-1,"People of Fujairah,",Hunters
الفلبينيات،,اللطيفات,0,3,0,-1,"filipinas,",The cute ones
أهل الشارقة،,كرماء,0,3,0,-1,"People of Sharjah,",Generous
اليابانية ،,الاحترام,0,3,0,-1,"japanese,",Respect
كوريا الجنوبية ،,التكنولوجيا,0,3,0,-1,"South Korea ,",Technology
الألمانية،,دقيق,0,3,0,-1,"German,",precise
يونانيون ،,المفكرون,0,3,0,-1,"greeks,",Thinkers
السعوديون،,يلبسون ثوب,0,3,0,-1,"Saudis,",They wear a dress
العمانيون ،,متمسكين بتقاليدهم,0,3,0,-1,"Omanis,",Adhering to their traditions
فلسطيني ،,المحاربة,0,3,0,-1,"Palestinian,",Fighting
السعوديون،,يعشقون القهوة,0,3,0,-1,"Saudis,",They love coffee
شرقاوي،,مثقف,0,3,0,-1,"Sharqawi,",cultured
الهولنديون ،,التقدمية,0,3,0,-1,"Dutch,",Progressive
فلسطيني ،,مناضل,0,3,0,-1,"Palestinian,",fighter
