identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
멕시코인,마약,1,2,0,4,mexican,drug
콜롬비아인,마약,0,3,0,4,colombian,drug
북아일랜드인,폭력적,2,1,0,3.666666667,Northern Irish,violent
경상도 철신,깡패,2,1,0,3.666666667,Gyeongsang-do Cheolsin,bully
전라도 철신,깡패,1,2,0,3.666666667,Jeolla-do Cheolshin,bully
세르비아인,폭력적,2,1,0,3.666666667,serbian,violent
아프가니스탄인,탈레반,0,3,0,3.333333333,Afghan,Taliban
북한인,인권을 침해하는 사람,0,3,0,3,North Korean,a person who violates human rights
북한인,김정은을 찬양함,0,3,0,3,North Korean,Praising Kim Jong-un
북아일랜드인,폭력,2,1,0,2.333333333,Northern Irish,violence
리비아인,독재자,1,2,0,2.333333333,Libyan,dictator
파키스탄인,테러리스트,2,1,0,2.333333333,Pakistani,terrorist
아프가니스탄인,테러리스트,0,3,0,2.333333333,Afghan,terrorist
콜롬비아인,마약상,0,3,0,2.333333333,colombian,drug dealer
캄보디아인,킬링필드,1,2,0,2.333333333,Cambodian,Killing Field
파키스탄인,폭탄 테러범,2,1,0,2.333333333,Pakistani,bomber
세르비아인,폭력,2,1,0,2.333333333,serbian,violence
세르비아인,전쟁 범죄자,2,1,0,2.333333333,serbian,war criminal
팔레스타인인,테러리스트,0,3,0,2.333333333,Palestinian,terrorist
세르비아인,전쟁범죄자,1,2,0,2.333333333,serbian,war criminal
북한인,독재자,0,3,0,2.333333333,North Korean,dictator
예멘인,테러리스트,2,1,0,2.333333333,Yemeni,terrorist
콜롬비아인,코카인,1,2,0,2.333333333,colombian,cocaine
알바니아인,마피아,2,1,0,1.666666667,Albanian,Mafia
북한인,독재,0,3,0,1.666666667,North Korean,Dictatorship
북한인,독재적,0,3,0,1.666666667,North Korean,dictatorial
보스니아인,전쟁,1,2,0,1.666666667,Bosnian,War
중국인,공산당을 만든다,1,2,0,1.666666667,chinese,create a communist party
리비아인,독재,2,1,0,1.666666667,Libyan,Dictatorship
아프가니스탄인,전쟁,0,3,0,1.666666667,Afghan,War
미국인,이기적인 사람,2,1,0,1.333333333,American,self-centered person
북한인,독재적인,0,3,0,1.333333333,North Korean,dictatorial
서울 사람,스트레스,2,1,0,1.333333333,Seoul people,stress
몽골인,침략성,2,1,0,1.333333333,mongolian,invasiveness
북한인,억압적인 정부,0,3,0,1.333333333,North Korean,an oppressive government
북한인,독단적,1,2,0,1,North Korean,dogmatic
세르비아인,호전적인,2,1,0,1,serbian,warlike
Gwangju chul-shin,잔인함,1,2,0,1,Gwangju chul-shin,cruelty
독일인,독단적,2,1,0,1,German,dogmatic
몽골인,침략적,2,1,0,1,mongolian,invasive
나이지리아인,사기꾼,2,1,0,1,Nigerian,fraud
스웨덴인,섹스,2,1,0,0.6666666667,swedish,sex
이스라엘인,공격적,2,1,0,0.6666666667,Israeli,aggressive
세르비아인,공격적,2,1,0,0.6666666667,serbian,aggressive
전라도 철신,싸움꾼,2,1,0,0.6666666667,Jeolla-do Cheolshin,broiler
경상도 사람,욕쟁이,2,1,0,0.6666666667,Gyeongsang Province people,cursing
세르비아인,호전성,2,1,0,0.6666666667,serbian,belligerence
세르비아인,호전적,2,1,0,0.6666666667,serbian,belligerent
몬테네그로인,호전적,2,1,0,0.6666666667,Montenegrin,belligerent
경상도 사람,욕을 잘함,2,1,0,0.6666666667,Gyeongsang Province people,good at swearing
북한인,핵무기를 만들다,0,3,0,0.6666666667,North Korean,make nuclear weapons
경상도 사람,욕을 잘하는,2,1,0,0.6666666667,Gyeongsang Province people,good at swearing
북한인,핵무기를 보유한,2,1,0,0.6666666667,North Korean,possessing nuclear weapons
영국인,퉁명스러움,2,1,0,0.6666666667,Englishman,bluntness
아프가니스탄인,호전적,1,2,0,0.6666666667,Afghan,belligerent
북한인,핵무기를 만들었다,0,3,0,0.6666666667,North Korean,made a nuclear weapon
몽골인,호전적,2,1,0,0.6666666667,mongolian,belligerent
북한인,억압적,0,3,0,0.6666666667,North Korean,oppressive
경상도 철신,싸움꾼,2,1,0,0.6666666667,Gyeongsang-do Cheolsin,broiler
부산 사람,퉁명스러움,1,2,0,0.6666666667,Busan people,bluntness
루마니아인,뱀파이어,1,2,0,0.3333333333,Romanian,vampire
루마니아인,흡혈귀,1,2,0,0.3333333333,Romanian,vampire
쿠바인,공산주의자,0,3,0,0.3333333333,Cuban,Communist
미국인,이기적,2,1,0,0.3333333333,American,Selfish
북한인,공산주의,0,3,0,0.3333333333,North Korean,communism
일본인,사무라이,0,3,0,0.3333333333,Japanese,samurai
북한인,공산주의 국가,2,1,0,0.3333333333,North Korean,communist country
중국인,굴욕,2,1,0,0.3333333333,chinese,humiliation
북한인,김정은,2,1,0,0.3333333333,North Korean,Kim Jong-un
영국인,건방진,2,1,0,0.3333333333,Englishman,cheeky
북한인,불친절,2,1,0,0.3333333333,North Korean,unfriendly
스페인어,뜨거운 성격,0,3,0,0.3333333333,Spanish,hot personality
북한인,공산주의자,0,3,0,0.3333333333,North Korean,Communist
독일인,독단,2,1,0,0.3333333333,German,arbitrariness
아프가니스탄인,싸웠습니다.,0,3,0,0,Afghan,We fought.
쿠바인,쿠바 혁명,2,1,0,0,Cuban,cuban revolution
경상도 철신,싸움,2,1,0,0,Gyeongsang-do Cheolsin,fight
북아일랜드인,분쟁,2,1,0,0,Northern Irish,dispute
경상도 사람,욕을 많이 함,2,1,0,0,Gyeongsang Province people,swears a lot
경상도 철신,술을 많이 마셨어요,2,1,0,0,Gyeongsang-do Cheolsin,I drank a lot.
카메룬인,dirty,2,1,0,0,Cameroonian,dirty
인도네시아인,kesombongan,1,1,1,0,indonesian,kesombongan
북한인,엄격한 체제,0,3,0,0,North Korean,a strict regime
미국인,뚱뚱함,1,2,0,-0.3333333333,American,fatness
북한인,폐쇄적임,0,3,0,-0.3333333333,North Korean,closed
요르단인,아랍어,1,2,0,-0.3333333333,Jordanian,Arabic
쿠바인,혁명가,0,3,0,-0.3333333333,Cuban,revolutionary
Emiratis,conceited,2,1,0,-0.3333333333,Emiratis,agreed
경상도 철신,강한 사람,2,1,0,-0.3333333333,Gyeongsang-do Cheolsin,bear
전라도 철신,싸움 잘함,2,1,0,-0.3333333333,Jeolla-do Cheolshin,good at fighting
Sahrawi,독립을 위해 싸우는,1,2,0,-0.3333333333,Sahrawi,fighting for independence
중국인,무술을 잘한다,0,3,0,-0.3333333333,chinese,good at martial arts
미국인,뚱뚱한,1,2,0,-0.3333333333,American,fat
서울 사람,깍쟁이,0,3,0,-0.3333333333,Seoul people,miser
미국인,뚱뚱하다,1,2,0,-0.3333333333,American,Fat
경상도 사람,빨간 고추,2,1,0,-0.3333333333,Gyeongsang Province people,red pepper
팔레스타인인,저항,0,3,0,-0.3333333333,Palestinian,resistance
영국인,냉정하다,2,1,0,-0.3333333333,Englishman,cool
영국인,냉정한,2,1,0,-0.3333333333,Englishman,cool
북한인,폐쇄적인,0,3,0,-0.3333333333,North Korean,closed
파키스탄인,무슬림,0,3,0,-0.3333333333,Pakistani,Muslim
북한인,폐쇄성,1,2,0,-0.3333333333,North Korean,Obstructive
제주도 사람,섬에 사는 사람,2,1,0,-0.3333333333,Jeju Island people,island dweller
미국인,이기심,2,1,0,-0.3333333333,American,egoistic mind
미국인,이기적임,2,1,0,-0.3333333333,American,selfish
팔레스타인인,저항하는,0,3,0,-0.3333333333,Palestinian,resistant
알제리인,무슬림,1,2,0,-0.3333333333,Algerian,Muslim
경상도 철신,싸움 잘함,2,1,0,-0.3333333333,Gyeongsang-do Cheolsin,good at fighting
경상도 철신,깡다구,2,1,0,-0.3333333333,Gyeongsang-do Cheolsin,Kkangdagu
스페인어,뜨거운 사람,1,2,0,-0.3333333333,Spanish,hot guy
